Date,Stock,Num_Clients,Sum_Pct
2026-02-01,ULTRACEMCO,1,3.46
2026-02-01,UNIONBANK,1,5.74
2026-02-01,UNOMINDA,2,8.63
2026-02-01,UPL,3,14.79
2026-02-01,VBL,1,3.3
2026-02-01,VEDL,2,7.3
2026-02-01,VOLTAS,1,5.42
2026-02-01,YESBANK,1,6.4
2026-01-01,ABCAPITAL,6,29.76
2026-01-01,ADANIENSOL,5,20.47
2026-01-01,ADANIENT,3,13.99
2026-01-01,ADANIGREEN,2,8.04
2026-01-01,ADANIPORTS,1,5.95
2026-01-01,ALKEM,2,9.17
2026-01-01,AMBUJACEM,9,42.68
2026-01-01,APLAPOLLO,6,26.04
2026-01-01,APOLLOHOSP,1,4.86
2026-01-01,ASHOKLEY,2,9.53
2026-01-01,ASIANPAINT,1,3.54
2026-01-01,ASTRAL,1,3.01
2026-01-01,AUROPHARMA,8,40.75
2026-01-01,AXISBANK,1,3.38
2026-01-01,BAJAJFINSV,2,9.35
2026-01-01,BAJFINANCE,1,3.95
2026-01-01,BANDHANBNK,9,45.71
2026-01-01,BANKBARODA,1,4.66
2026-01-01,BANKINDIA,2,9.21
2026-01-01,BDL,3,10.2
2026-01-01,BEL,1,5.08
2026-01-01,BHEL,1,7.3
2026-01-01,BIOCON,3,16.87
2026-01-01,BOSCHLTD,1,3.15
2026-01-01,BSE,2,8.1
2026-01-01,CDSL,1,6.76
2026-01-01,COFORGE,2,8.08
2026-01-01,CONCOR,10,57.95
2026-01-01,CROMPTON,6,29.17
2026-01-01,DALBHARAT,1,4.78
2026-01-01,DELHIVERY,1,4.59
2026-01-01,DIVISLAB,1,5.89
2026-01-01,DIXON,4,18.49
2026-01-01,DLF,7,27.77
2026-01-01,EICHERMOT,1,3.33
2026-01-01,ETERNAL,1,3.47
2026-01-01,EXIDEIND,2,7.86
2026-01-01,GAIL,1,4.82
2026-01-01,GLENMARK,8,38.36
2026-01-01,GMRAIRPORT,1,5.3
2026-01-01,GODREJPROP,5,21.98
2026-01-01,GRASIM,2,13.04
2026-01-01,HAL,2,9.31
2026-01-01,HDFCAMC,1,6.23
2026-01-01,HINDALCO,1,3.32
2026-01-01,HUDCO,4,15.9
2026-01-01,ICICIGI,1,7.66
2026-01-01,ICICIPRULI,1,5.54
2026-01-01,IDEA,8,36.13
2026-01-01,IEX,2,8.23
2026-01-01,IIFL,3,12.55
2026-01-01,INDHOTEL,1,3.9
2026-01-01,INDUSINDBK,4,15.23
2026-01-01,INDUSTOWER,5,23.09
2026-01-01,INOXWIND,4,24.53
2026-01-01,IOC,1,3.54
2026-01-01,IRCTC,3,11.38
2026-01-01,IRFC,2,8.96
2026-01-01,JINDALSTEL,1,6.48
2026-01-01,JIOFIN,4,22.39
2026-01-01,JSWENERGY,9,43.74
2026-01-01,JSWSTEEL,3,14.62
2026-01-01,JUBLFOOD,1,3.88
2026-01-01,KALYANKJIL,5,29.11
2026-01-01,KAYNES,2,8.71
2026-01-01,KOTAKBANK,1,4.23
2026-01-01,LAURUSLABS,1,3.21
2026-01-01,LICHSGFIN,10,48.63
2026-01-01,LICI,1,4.0
2026-01-01,LODHA,4,14.23
2026-01-01,LUPIN,1,5.02
2026-01-01,MANAPPURAM,5,23.6
2026-01-01,MARICO,4,19.4
2026-01-01,MAXHEALTH,1,5.55
2026-01-01,MAZDOCK,4,17.54
2026-01-01,MCX,1,3.22
2026-01-01,MFSL,3,15.41
2026-01-01,MOTHERSON,1,4.51
2026-01-01,MPHASIS,4,13.8
2026-01-01,NATIONALUM,1,3.82
2026-01-01,NBCC,7,39.03
2026-01-01,NMDC,7,41.76
2026-01-01,NTPC,1,3.22
2026-01-01,NUVAMA,1,4.13
2026-01-01,NYKAA,1,3.01
2026-01-01,OFSS,3,12.89
2026-01-01,ONGC,1,5.57
2026-01-01,PATANJALI,10,57.67
2026-01-01,PERSISTENT,1,4.3
2026-01-01,PETRONET,6,25.96
2026-01-01,PFC,3,17.8
2026-01-01,PGEL,2,8.18
2026-01-01,PNB,2,11.02
2026-01-01,PNBHOUSING,6,24.08
2026-01-01,POLYCAB,2,12.67
2026-01-01,POWERGRID,1,3.31
2026-01-01,PRESTIGE,1,3.93
2026-01-01,RBLBANK,12,51.45
2026-01-01,RECLTD,4,21.16
2026-01-01,RVNL,1,3.79
2026-01-01,SAIL,13,82.65
2026-01-01,SAMMAANCAP,11,64.1
2026-01-01,SBICARD,1,3.71
2026-01-01,SHRIRAMFIN,1,3.51
2026-01-01,SOLARINDS,3,17.08
2026-01-01,SRF,1,4.76
2026-01-01,SUZLON,1,4.31
2026-01-01,SYNGENE,2,8.88
2026-01-01,TATAELXSI,1,6.21
2026-01-01,TATAPOWER,2,6.57
2026-01-01,TATASTEEL,1,6.06
2026-01-01,TECHM,1,4.23
2026-01-01,TIINDIA,1,7.18
2026-01-01,TMPV,1,4.3
2026-01-01,TRENT,1,6.02
2026-01-01,TVSMOTOR,2,9.64
2026-01-01,ULTRACEMCO,1,7.9
2026-01-01,UNIONBANK,1,5.3
2026-01-01,UNITDSPR,2,7.9
2026-01-01,UNOMINDA,1,3.57
2026-01-01,UPL,3,17.79
2026-01-01,VBL,1,5.01
2026-01-01,VEDL,3,13.29
2026-01-01,YESBANK,1,6.97
2026-07-01,360ONE,2,7.65
2026-07-01,ABCAPITAL,1,3.36
2026-07-01,ADANIENSOL,5,23.29
2026-07-01,ADANIENT,2,8.65
2026-07-01,ADANIGREEN,2,7.35
2026-07-01,ADANIPORTS,1,3.57
2026-07-01,ADANIPOWER,1,4.0
2026-07-01,ALKEM,1,5.8
2026-07-01,AMBER,1,3.66
2026-07-01,AMBUJACEM,8,41.54
2026-07-01,ANGELONE,1,3.17
2026-07-01,APLAPOLLO,2,6.54
2026-07-01,ASHOKLEY,2,11.41
2026-07-01,AUBANK,2,8.62
2026-07-01,AUROPHARMA,3,13.19
2026-07-01,BAJAJFINSV,2,7.98
2026-07-01,BAJFINANCE,1,3.46
2026-07-01,BANDHANBNK,9,46.04
2026-07-01,BANKBARODA,2,11.24
2026-07-01,BANKINDIA,4,24.88
2026-07-01,BEL,1,3.66
2026-07-01,BHEL,2,6.32
2026-07-01,BIOCON,4,18.8
2026-07-01,CAMS,1,3.25
2026-07-01,CANBK,6,40.73
2026-07-01,CHOLAFIN,1,3.87
2026-07-01,CIPLA,1,3.25
2026-07-01,COALINDIA,1,3.42
2026-07-01,CONCOR,2,8.5
2026-07-01,CROMPTON,6,30.98
2026-07-01,CUMMINSIND,1,5.95
2026-07-01,DABUR,4,19.05
2026-07-01,DALBHARAT,5,25.6
2026-07-01,DIVISLAB,1,7.53
2026-07-01,DLF,2,9.54
2026-07-01,EXIDEIND,1,3.33
2026-07-01,FORTIS,1,6.18
2026-07-01,GLENMARK,6,28.67
2026-07-01,GMRAIRPORT,2,8.12
2026-07-01,GODREJPROP,2,11.57
2026-07-01,GRASIM,2,9.44
2026-07-01,GVT&D,1,3.32
2026-07-01,HAL,1,3.33
2026-07-01,HAVELLS,1,5.0
2026-07-01,HDFCLIFE,1,3.05
2026-07-01,HEROMOTOCO,1,4.15
2026-07-01,HINDALCO,1,4.72
2026-07-01,HINDPETRO,2,9.56
2026-07-01,HINDUNILVR,1,4.18
2026-07-01,HINDZINC,1,4.82
2026-07-01,HYUNDAI,1,3.19
2026-07-01,ICICIPRULI,2,9.1
2026-07-01,IDEA,6,35.72
2026-07-01,IDFCFIRSTB,4,15.94
2026-07-01,IEX,7,38.87
2026-07-01,INDHOTEL,3,14.68
2026-07-01,INDIANB,1,4.85
2026-07-01,INDUSINDBK,2,6.68
2026-07-01,INDUSTOWER,6,25.03
2026-07-01,INOXWIND,5,26.59
2026-07-01,IOC,1,5.38
2026-07-01,JINDALSTEL,1,7.14
2026-07-01,JIOFIN,3,11.48
2026-07-01,JSWENERGY,1,3.81
2026-07-01,JSWSTEEL,4,14.89
2026-07-01,JUBLFOOD,2,7.43
2026-07-01,KALYANKJIL,7,41.47
2026-07-01,KAYNES,5,23.66
2026-07-01,KFINTECH,2,6.46
2026-07-01,KOTAKBANK,1,3.23
2026-07-01,KPITTECH,3,13.36
2026-07-01,LICHSGFIN,4,17.64
2026-07-01,LICI,1,5.33
2026-07-01,LODHA,2,6.29
2026-07-01,MANAPPURAM,7,40.34
2026-07-01,MFSL,2,9.78
2026-07-01,MOTILALOFS,1,5.31
2026-07-01,MPHASIS,1,3.63
2026-07-01,MUTHOOTFIN,1,3.99
2026-07-01,NAM-INDIA,1,4.58
2026-07-01,NATIONALUM,1,4.44
2026-07-01,NAUKRI,2,8.92
2026-07-01,NBCC,7,34.99
2026-07-01,NMDC,10,47.58
2026-07-01,NTPC,1,3.74
2026-07-01,NYKAA,2,8.5
2026-07-01,OFSS,1,3.23
2026-07-01,PAGEIND,1,7.43
2026-07-01,PATANJALI,3,16.74
2026-07-01,PAYTM,1,8.3
2026-07-01,PFC,1,4.63
2026-07-01,PGEL,2,8.71
2026-07-01,PIDILITIND,1,4.0
2026-07-01,PNB,5,29.36
2026-07-01,PNBHOUSING,2,7.12
2026-07-01,PREMIERENE,1,4.86
2026-07-01,RBLBANK,1,3.83
2026-07-01,RECLTD,1,5.42
2026-07-01,RVNL,1,3.19
2026-07-01,SAIL,10,66.86
2026-07-01,SBICARD,2,9.63
2026-07-01,SBILIFE,1,3.57
2026-07-01,SHREECEM,1,6.9
2026-07-01,SOLARINDS,1,3.74
2026-07-01,SUPREMEIND,1,3.49
2026-07-01,TATACONSUM,2,8.34
2026-07-01,TATAPOWER,1,4.3
2026-07-01,TCS,1,3.43
2026-07-01,TVSMOTOR,5,21.95
2026-07-01,ULTRACEMCO,1,4.2
2026-07-01,UNIONBANK,1,5.52
2026-07-01,UNOMINDA,1,6.46
2026-07-01,UPL,3,14.82
2026-07-01,VBL,2,9.63
2026-07-01,WAAREEENER,2,9.79
2026-07-01,WIPRO,2,9.12
2026-07-01,YESBANK,3,20.33
2026-07-01,ZYDUSLIFE,2,6.55
2026-06-01,360ONE,1,3.43
2026-06-01,ABCAPITAL,2,9.71
2026-06-01,ADANIENSOL,7,41.71
2026-06-01,ADANIENT,3,20.42
2026-06-01,ADANIGREEN,4,15.85
2026-06-01,ADANIPOWER,1,6.4
2026-06-01,ALKEM,2,13.35
2026-06-01,AMBER,12,61.2
2026-06-01,AMBUJACEM,7,38.72
2026-06-01,APLAPOLLO,3,9.8
2026-06-01,ASHOKLEY,1,6.77
2026-06-01,AUBANK,1,4.92
2026-06-01,AUROPHARMA,4,23.9
2026-06-01,AXISBANK,1,3.36
2026-06-01,BANDHANBNK,9,52.24
2026-06-01,BANKBARODA,3,16.11
2026-06-01,BANKINDIA,2,9.53
2026-06-01,BDL,1,5.11
2026-06-01,BEL,1,3.11
2026-06-01,BHEL,7,38.57
2026-06-01,BIOCON,4,19.39
2026-06-01,BOSCHLTD,4,17.51
2026-06-01,CANBK,5,24.67
2026-06-01,CDSL,1,5.85
2026-06-01,CGPOWER,1,6.81
2026-06-01,CHOLAFIN,2,11.89
2026-06-01,CIPLA,1,3.47
2026-06-01,COALINDIA,1,3.81
2026-06-01,CONCOR,6,24.38
2026-06-01,CROMPTON,5,19.83
2026-06-01,DABUR,2,7.04
2026-06-01,DALBHARAT,2,9.84
2026-06-01,DELHIVERY,1,5.01
2026-06-01,DLF,3,11.6
2026-06-01,EICHERMOT,1,3.29
2026-06-01,EXIDEIND,3,15.27
2026-06-01,GLENMARK,10,53.51
2026-06-01,GMRAIRPORT,1,4.22
2026-06-01,GODREJCP,1,4.54
2026-06-01,GODREJPROP,1,3.73
2026-06-01,GRASIM,3,14.91
2026-06-01,HAL,1,3.1
2026-06-01,HAVELLS,1,4.29
2026-06-01,HDFCAMC,1,3.76
2026-06-01,HDFCLIFE,4,16.06
2026-06-01,HINDZINC,1,3.31
2026-06-01,HYUNDAI,3,12.2
2026-06-01,ICICIBANK,1,4.24
2026-06-01,ICICIPRULI,1,3.03
2026-06-01,IDEA,6,28.65
2026-06-01,IDFCFIRSTB,1,5.66
2026-06-01,IEX,5,27.85
2026-06-01,INDHOTEL,1,4.6
2026-06-01,INDUSINDBK,1,4.65
2026-06-01,INDUSTOWER,8,36.21
2026-06-01,INOXWIND,6,26.49
2026-06-01,IOC,1,4.18
2026-06-01,JINDALSTEL,1,4.65
2026-06-01,JIOFIN,3,12.48
2026-06-01,JSWENERGY,1,4.65
2026-06-01,JSWSTEEL,6,21.54
2026-06-01,JUBLFOOD,3,14.55
2026-06-01,KALYANKJIL,2,11.4
2026-06-01,KAYNES,5,22.3
2026-06-01,LAURUSLABS,3,10.49
2026-06-01,LICHSGFIN,8,36.69
2026-06-01,LICI,1,3.01
2026-06-01,LODHA,2,9.59
2026-06-01,MANAPPURAM,7,37.24
2026-06-01,MCX,1,3.72
2026-06-01,MFSL,2,9.03
2026-06-01,MOTHERSON,2,9.32
2026-06-01,NATIONALUM,1,3.25
2026-06-01,NAUKRI,1,5.91
2026-06-01,NBCC,6,28.63
2026-06-01,NMDC,10,53.52
2026-06-01,NTPC,1,6.13
2026-06-01,NYKAA,2,7.23
2026-06-01,PATANJALI,9,38.21
2026-06-01,PAYTM,1,4.88
2026-06-01,PFC,1,4.63
2026-06-01,PGEL,1,3.62
2026-06-01,PHOENIXLTD,1,3.65
2026-06-01,PIDILITIND,1,3.27
2026-06-01,PIIND,2,7.33
2026-06-01,PNB,5,26.23
2026-06-01,PNBHOUSING,2,10.28
2026-06-01,PREMIERENE,2,9.12
2026-06-01,RBLBANK,4,23.01
2026-06-01,RECLTD,3,16.17
2026-06-01,SAIL,12,82.38
2026-06-01,SAMMAANCAP,10,43.68
2026-06-01,SBICARD,2,10.39
2026-06-01,SHREECEM,1,6.45
2026-06-01,SHRIRAMFIN,1,3.51
2026-06-01,SOLARINDS,1,4.0
2026-06-01,SUNPHARMA,1,3.5
2026-06-01,SUPREMEIND,1,4.12
2026-06-01,TATACONSUM,2,11.07
2026-06-01,TATAPOWER,2,8.16
2026-06-01,TMPV,1,4.2
2026-06-01,TVSMOTOR,2,12.95
2026-06-01,ULTRACEMCO,1,3.18
2026-06-01,UNIONBANK,1,3.51
2026-06-01,UPL,3,13.0
2026-06-01,VBL,1,4.02
2026-06-01,WAAREEENER,1,3.43
2026-06-01,WIPRO,2,15.01
2026-06-01,YESBANK,2,10.71
2026-06-01,ZYDUSLIFE,2,7.29
2026-04-02,ABCAPITAL,1,4.26
2026-04-02,ADANIENSOL,9,43.04
2026-04-02,ADANIENT,2,14.92
2026-04-02,ADANIGREEN,3,15.79
2026-04-02,ALKEM,1,6.16
2026-04-02,AMBUJACEM,9,49.43
2026-04-02,APLAPOLLO,1,3.35
2026-04-02,ASHOKLEY,1,3.63
2026-04-02,AUROPHARMA,10,46.37
2026-04-02,AXISBANK,1,3.98
2026-04-02,BAJAJFINSV,1,3.56
2026-04-02,BANDHANBNK,6,31.52
2026-04-02,BANKBARODA,2,10.69
2026-04-02,BHEL,5,29.71
2026-04-02,BIOCON,1,3.83
2026-04-02,BOSCHLTD,2,11.27
2026-04-02,BRITANNIA,1,3.66
2026-04-02,CANBK,1,4.7
2026-04-02,CHOLAFIN,2,14.05
2026-04-02,COFORGE,1,3.11
2026-04-02,CONCOR,6,26.57
2026-04-02,CROMPTON,4,19.43
2026-04-02,DABUR,4,19.91
2026-04-02,DALBHARAT,1,3.51
2026-04-02,DELHIVERY,1,5.79
2026-04-02,DIVISLAB,1,3.29
2026-04-02,DLF,5,22.14
2026-04-02,EXIDEIND,5,25.37
2026-04-02,FORTIS,1,4.52
2026-04-02,GLENMARK,10,51.15
2026-04-02,GMRAIRPORT,2,9.23
2026-04-02,GODREJCP,1,6.58
2026-04-02,GODREJPROP,2,7.57
2026-04-02,GRASIM,2,9.59
2026-04-02,HAL,1,4.61
2026-04-02,HDFCBANK,1,3.38
2026-04-02,HDFCLIFE,1,5.51
2026-04-02,HEROMOTOCO,1,3.11
2026-04-02,HINDZINC,1,5.54
2026-04-02,HUDCO,1,3.03
2026-04-02,ICICIGI,1,3.88
2026-04-02,ICICIPRULI,3,12.87
2026-04-02,IDEA,6,31.54
2026-04-02,IEX,5,24.4
2026-04-02,INDHOTEL,1,3.51
2026-04-02,INDUSTOWER,3,11.8
2026-04-02,INOXWIND,5,28.92
2026-04-02,JIOFIN,3,13.32
2026-04-02,JSWENERGY,3,13.93
2026-04-02,JSWSTEEL,5,20.77
2026-04-02,JUBLFOOD,2,7.04
2026-04-02,KALYANKJIL,1,4.88
2026-04-02,KAYNES,1,6.41
2026-04-02,KOTAKBANK,1,3.88
2026-04-02,KPITTECH,1,3.12
2026-04-02,LAURUSLABS,3,10.42
2026-04-02,LICHSGFIN,10,51.22
2026-04-02,LODHA,7,43.01
2026-04-02,LUPIN,1,4.85
2026-04-02,MANAPPURAM,8,37.41
2026-04-02,MARICO,2,6.78
2026-04-02,MARUTI,1,3.14
2026-04-02,MCX,2,8.87
2026-04-02,MFSL,4,20.44
2026-04-02,MOTHERSON,1,4.97
2026-04-02,NATIONALUM,1,3.73
2026-04-02,NBCC,5,23.14
2026-04-02,NESTLEIND,1,3.19
2026-04-02,NMDC,5,34.71
2026-04-02,NYKAA,2,7.61
2026-04-02,OBEROIRLTY,4,19.73
2026-04-02,OFSS,3,15.43
2026-04-02,PATANJALI,9,39.71
2026-04-02,PFC,1,5.21
2026-04-02,PGEL,4,15.18
2026-04-02,PHOENIXLTD,2,7.53
2026-04-02,PIIND,1,4.09
2026-04-02,PNB,3,12.24
2026-04-02,PNBHOUSING,3,10.86
2026-04-02,PREMIERENE,2,9.26
2026-04-02,PRESTIGE,1,7.16
2026-04-02,RBLBANK,10,37.0
2026-04-02,RECLTD,3,15.11
2026-04-02,SAIL,14,93.86
2026-04-02,SAMMAANCAP,13,73.82
2026-04-02,SBICARD,2,11.9
2026-04-02,SBILIFE,1,6.04
2026-04-02,SHRIRAMFIN,1,4.09
2026-04-02,TATACONSUM,1,4.2
2026-04-02,TATAPOWER,1,4.02
2026-04-02,TATATECH,1,5.01
2026-04-02,TVSMOTOR,1,5.86
2026-04-02,ULTRACEMCO,1,3.08
2026-04-02,UNOMINDA,1,3.1
2026-04-02,UPL,2,8.76
2026-04-02,VBL,1,4.02
2026-04-02,VEDL,1,3.59
2026-04-02,VOLTAS,1,3.4
2026-04-02,WAAREEENER,1,5.01
2026-04-02,YESBANK,1,3.11
2026-04-02,ZYDUSLIFE,2,7.03
2026-02-02,ABCAPITAL,6,34.88
2026-02-02,ADANIENSOL,6,27.75
2026-02-02,ADANIENT,2,8.78
2026-02-02,ADANIGREEN,1,3.69
2026-02-02,ALKEM,1,4.93
2026-02-02,AMBER,1,5.94
2026-02-02,AMBUJACEM,7,32.74
2026-02-02,APLAPOLLO,7,28.52
2026-02-02,APOLLOHOSP,2,10.37
2026-02-02,ASHOKLEY,2,7.42
2026-02-02,ASIANPAINT,1,3.54
2026-02-02,ASTRAL,1,3.18
2026-02-02,AUBANK,1,3.59
2026-02-02,AUROPHARMA,9,40.86
2026-02-02,BAJAJFINSV,2,6.83
2026-02-02,BAJFINANCE,1,4.48
2026-02-02,BANDHANBNK,9,48.98
2026-02-02,BANKBARODA,1,7.04
2026-02-02,BANKINDIA,3,13.54
2026-02-02,BDL,1,6.98
