Date,Stock,Close
2026-02-26,ABB,6108.0185546875
2026-02-27,ABB,6048.26318359375
2026-03-02,ABB,5958.6298828125
2026-03-04,ABB,5806.7509765625
2026-03-05,ABB,5904.849609375
2026-03-06,ABB,6037.30810546875
2026-03-09,ABB,5958.1318359375
2026-03-10,ABB,6199.14599609375
2026-03-11,ABB,6254.419921875
2026-03-12,ABB,6382.89453125
2026-03-13,ABB,6366.4619140625
2026-03-16,ABB,6192.67236328125
2026-03-17,ABB,6284.7958984375
2026-03-18,ABB,6311.685546875
2026-03-19,ABB,6188.68896484375
2026-03-20,ABB,6271.3505859375
2026-03-23,ABB,6016.8916015625
2026-03-24,ABB,6136.900390625
2026-03-25,ABB,6187.19482421875
2026-03-27,ABB,6080.1328125
2026-03-30,ABB,5917.298828125
2026-04-01,ABB,6038.3037109375
2026-04-02,ABB,6116.98193359375
2026-04-06,ABB,6168.2724609375
2026-04-07,ABB,6243.46484375
2026-04-08,ABB,6538.25927734375
2026-04-09,ABB,6587.0595703125
2026-04-10,ABB,6831.5595703125
2026-04-13,ABB,6800.685546875
2026-04-15,ABB,6845.00439453125
2026-04-16,ABB,6855.4619140625
2026-04-17,ABB,7000.8671875
2026-04-20,ABB,7128.84375
2026-04-21,ABB,7225.4482421875
2026-04-22,ABB,7556.09619140625
2026-04-23,ABB,7544.64306640625
2026-04-24,ABB,7298.64892578125
2026-04-27,ABB,7400.2333984375
2026-04-28,ABB,7258.31396484375
2026-04-29,ABB,7234.90966796875
2026-04-30,ABB,7230.0
2026-05-01,ABB,7230.0
2026-05-04,ABB,7236.5
2026-05-05,ABB,7328.0
2026-05-06,ABB,7182.5
2026-05-07,ABB,7188.0
2026-05-08,ABB,7012.5
2026-05-11,ABB,6387.5
2026-05-12,ABB,6328.5
2026-05-13,ABB,6305.0
2026-05-14,ABB,6429.0
2026-05-15,ABB,6381.0
2026-05-18,ABB,6413.5
2026-05-19,ABB,6329.0
2026-05-20,ABB,6605.0
2026-05-21,ABB,6598.0
2026-05-22,ABB,6689.5
2026-05-25,ABB,6755.0
2026-05-26,ABB,6804.0
2026-05-27,ABB,7219.0
2026-05-28,ABB,7219.0
2026-05-29,ABB,7253.0
2026-06-01,ABB,7027.5
2026-06-02,ABB,7146.0
2026-06-03,ABB,7196.0
2026-06-04,ABB,7156.0
2026-06-05,ABB,7167.5
2026-06-08,ABB,6958.0
2026-06-09,ABB,6931.0
2026-06-10,ABB,6801.0
2026-01-01,ABCAPITAL,361.9500122070313
2026-01-02,ABCAPITAL,361.25
2026-01-05,ABCAPITAL,363.2999877929688
2026-01-06,ABCAPITAL,360.6499938964844
2026-01-07,ABCAPITAL,361.1000061035156
2026-01-08,ABCAPITAL,358.54998779296875
2026-01-09,ABCAPITAL,353.8500061035156
2026-01-12,ABCAPITAL,355.25
2026-01-13,ABCAPITAL,350.8500061035156
2026-01-14,ABCAPITAL,358.6000061035156
2026-01-15,ABCAPITAL,358.6000061035156
2026-01-16,ABCAPITAL,362.0
2026-01-19,ABCAPITAL,361.1000061035156
2026-01-20,ABCAPITAL,355.3500061035156
2026-01-21,ABCAPITAL,346.25
2026-01-22,ABCAPITAL,354.5
2026-01-23,ABCAPITAL,347.45001220703125
2026-01-27,ABCAPITAL,348.8999938964844
2026-01-28,ABCAPITAL,348.29998779296875
2026-01-29,ABCAPITAL,344.29998779296875
2026-01-30,ABCAPITAL,339.79998779296875
2026-02-02,ABCAPITAL,333.04998779296875
2026-02-03,ABCAPITAL,345.45001220703125
2026-02-04,ABCAPITAL,346.6000061035156
2026-02-05,ABCAPITAL,344.6499938964844
2026-02-06,ABCAPITAL,347.75
2026-02-09,ABCAPITAL,352.8999938964844
2026-02-10,ABCAPITAL,353.75
2026-02-11,ABCAPITAL,344.25
2026-02-12,ABCAPITAL,344.6499938964844
2026-02-13,ABCAPITAL,336.20001220703125
2026-02-16,ABCAPITAL,345.04998779296875
2026-02-17,ABCAPITAL,348.95001220703125
2026-02-18,ABCAPITAL,349.54998779296875
2026-02-19,ABCAPITAL,344.29998779296875
2026-02-20,ABCAPITAL,344.8500061035156
2026-02-23,ABCAPITAL,346.20001220703125
2026-02-24,ABCAPITAL,349.29998779296875
2026-02-25,ABCAPITAL,353.1000061035156
2026-02-26,ABCAPITAL,356.1499938964844
2026-02-27,ABCAPITAL,344.45001220703125
2026-03-02,ABCAPITAL,338.1000061035156
2026-03-04,ABCAPITAL,321.54998779296875
2026-03-05,ABCAPITAL,327.6000061035156
2026-03-06,ABCAPITAL,326.54998779296875
2026-03-09,ABCAPITAL,324.29998779296875
2026-03-10,ABCAPITAL,332.5
2026-03-11,ABCAPITAL,323.79998779296875
2026-03-12,ABCAPITAL,319.95001220703125
2026-03-13,ABCAPITAL,310.75
2026-03-16,ABCAPITAL,314.6000061035156
2026-03-17,ABCAPITAL,318.6499938964844
2026-03-18,ABCAPITAL,328.45001220703125
2026-03-19,ABCAPITAL,312.29998779296875
2026-03-20,ABCAPITAL,311.25
2026-03-23,ABCAPITAL,294.95001220703125
2026-03-24,ABCAPITAL,302.3999938964844
2026-03-25,ABCAPITAL,314.70001220703125
2026-03-27,ABCAPITAL,305.75
2026-03-30,ABCAPITAL,292.25
2026-04-01,ABCAPITAL,302.8999938964844
2026-04-02,ABCAPITAL,298.25
2026-04-06,ABCAPITAL,311.29998779296875
2026-04-07,ABCAPITAL,308.54998779296875
2026-04-08,ABCAPITAL,338.3999938964844
2026-04-09,ABCAPITAL,334.54998779296875
2026-04-10,ABCAPITAL,341.8999938964844
2026-04-13,ABCAPITAL,337.45001220703125
2026-04-15,ABCAPITAL,343.70001220703125
2026-04-16,ABCAPITAL,337.95001220703125
2026-04-17,ABCAPITAL,340.3999938964844
2026-04-20,ABCAPITAL,341.6000061035156
2026-04-21,ABCAPITAL,344.6000061035156
2026-04-22,ABCAPITAL,350.70001220703125
2026-04-23,ABCAPITAL,349.75
2026-04-24,ABCAPITAL,340.6000061035156
2026-04-27,ABCAPITAL,342.54998779296875
2026-04-28,ABCAPITAL,338.29998779296875
2026-04-29,ABCAPITAL,348.45001220703125
2026-04-30,ABCAPITAL,345.5
2026-05-01,ABCAPITAL,345.5
2026-05-04,ABCAPITAL,345.8500061035156
2026-05-05,ABCAPITAL,360.8500061035156
2026-05-06,ABCAPITAL,369.2999877929688
2026-05-07,ABCAPITAL,369.0
2026-05-08,ABCAPITAL,362.9500122070313
2026-05-11,ABCAPITAL,352.95001220703125
2026-05-12,ABCAPITAL,341.20001220703125
2026-05-13,ABCAPITAL,344.29998779296875
2026-05-14,ABCAPITAL,349.6499938964844
2026-05-15,ABCAPITAL,357.1499938964844
2026-05-18,ABCAPITAL,350.1000061035156
2026-05-19,ABCAPITAL,351.20001220703125
2026-05-20,ABCAPITAL,353.1000061035156
2026-05-21,ABCAPITAL,349.3999938964844
2026-05-22,ABCAPITAL,357.29998779296875
2026-05-25,ABCAPITAL,363.6499938964844
2026-05-26,ABCAPITAL,363.0499877929688
2026-05-27,ABCAPITAL,364.8999938964844
2026-05-28,ABCAPITAL,364.8999938964844
2026-05-29,ABCAPITAL,363.2999877929688
2026-06-01,ABCAPITAL,350.54998779296875
2026-06-02,ABCAPITAL,351.29998779296875
2026-06-03,ABCAPITAL,348.75
2026-06-04,ABCAPITAL,353.6499938964844
2026-06-05,ABCAPITAL,357.5
2026-06-08,ABCAPITAL,344.0
2026-06-09,ABCAPITAL,351.3500061035156
2026-06-10,ABCAPITAL,342.70001220703125
2026-01-01,ADANIENSOL,1046.4000244140625
2026-01-02,ADANIENSOL,1057.9000244140625
2026-01-05,ADANIENSOL,1044.9000244140625
2026-01-06,ADANIENSOL,1044.0999755859375
2026-01-07,ADANIENSOL,1033.5
2026-01-08,ADANIENSOL,994.2999877929688
2026-01-09,ADANIENSOL,960.5999755859376
2026-01-12,ADANIENSOL,950.9000244140624
2026-01-13,ADANIENSOL,932.5
2026-01-14,ADANIENSOL,922.5999755859376
2026-01-15,ADANIENSOL,922.5999755859376
2026-01-16,ADANIENSOL,908.7000122070312
2026-01-19,ADANIENSOL,908.4000244140624
2026-01-20,ADANIENSOL,885.5
2026-01-21,ADANIENSOL,899.2999877929688
2026-01-22,ADANIENSOL,924.7999877929688
2026-01-23,ADANIENSOL,812.7000122070312
2026-01-27,ADANIENSOL,849.0999755859375
2026-01-28,ADANIENSOL,882.0
2026-01-29,ADANIENSOL,914.0999755859376
2026-01-30,ADANIENSOL,894.7999877929688
2026-02-02,ADANIENSOL,884.5999755859375
2026-02-03,ADANIENSOL,974.4000244140624
2026-02-04,ADANIENSOL,988.1500244140624
2026-02-05,ADANIENSOL,1011.4500122070312
2026-02-06,ADANIENSOL,1017.7000122070312
2026-02-09,ADANIENSOL,1032.5
2026-02-10,ADANIENSOL,1016.75
2026-02-11,ADANIENSOL,1033.800048828125
2026-02-12,ADANIENSOL,1022.7999877929688
2026-02-13,ADANIENSOL,988.0
2026-02-16,ADANIENSOL,1003.4500122070312
2026-02-17,ADANIENSOL,1030.199951171875
2026-02-18,ADANIENSOL,1035.699951171875
2026-02-19,ADANIENSOL,1007.2000122070312
2026-02-20,ADANIENSOL,998.0999755859376
2026-02-23,ADANIENSOL,1003.7999877929688
2026-02-24,ADANIENSOL,1037.0999755859375
2026-02-25,ADANIENSOL,1013.0
2026-02-26,ADANIENSOL,1023.9500122070312
2026-02-27,ADANIENSOL,1011.5499877929688
2026-03-02,ADANIENSOL,972.2999877929688
2026-03-04,ADANIENSOL,960.5
2026-03-05,ADANIENSOL,987.9000244140624
2026-03-06,ADANIENSOL,992.5
2026-03-09,ADANIENSOL,981.4000244140624
2026-03-10,ADANIENSOL,1013.5999755859376
2026-03-11,ADANIENSOL,992.0
2026-03-12,ADANIENSOL,1004.4000244140624
2026-03-13,ADANIENSOL,992.2999877929688
2026-03-16,ADANIENSOL,996.5
2026-03-17,ADANIENSOL,1000.5999755859376
2026-03-18,ADANIENSOL,1036.699951171875
2026-03-19,ADANIENSOL,1005.2999877929688
2026-03-20,ADANIENSOL,1009.9000244140624
2026-03-23,ADANIENSOL,946.9000244140624
2026-03-24,ADANIENSOL,967.2999877929688
2026-03-25,ADANIENSOL,990.4000244140624
2026-03-27,ADANIENSOL,956.0
2026-03-30,ADANIENSOL,934.9000244140624
2026-04-01,ADANIENSOL,956.5999755859376
2026-04-02,ADANIENSOL,941.5999755859376
2026-04-06,ADANIENSOL,991.3499755859376
2026-04-07,ADANIENSOL,986.25
2026-04-08,ADANIENSOL,1073.300048828125
2026-04-09,ADANIENSOL,1078.75
2026-04-10,ADANIENSOL,1157.9000244140625
2026-04-13,ADANIENSOL,1175.300048828125
2026-04-15,ADANIENSOL,1171.1500244140625
2026-04-16,ADANIENSOL,1222.5999755859375
2026-04-17,ADANIENSOL,1259.800048828125
2026-04-20,ADANIENSOL,1259.4000244140625
2026-04-21,ADANIENSOL,1265.300048828125
2026-04-22,ADANIENSOL,1368.0999755859375
2026-04-23,ADANIENSOL,1361.25
2026-04-24,ADANIENSOL,1411.949951171875
2026-04-27,ADANIENSOL,1435.800048828125
2026-04-28,ADANIENSOL,1435.449951171875
2026-04-29,ADANIENSOL,1418.1500244140625
2026-04-30,ADANIENSOL,1342.25
2026-05-01,ADANIENSOL,1342.25
2026-05-04,ADANIENSOL,1398.4000244140625
2026-05-05,ADANIENSOL,1409.5999755859375
2026-05-06,ADANIENSOL,1407.300048828125
2026-05-07,ADANIENSOL,1387.0999755859375
2026-05-08,ADANIENSOL,1353.5999755859375
2026-05-11,ADANIENSOL,1340.4000244140625
2026-05-12,ADANIENSOL,1284.300048828125
2026-05-13,ADANIENSOL,1318.199951171875
2026-05-14,ADANIENSOL,1319.0999755859375
2026-05-15,ADANIENSOL,1303.5999755859375
2026-05-18,ADANIENSOL,1328.300048828125
2026-05-19,ADANIENSOL,1329.5
2026-05-20,ADANIENSOL,1346.0999755859375
2026-05-21,ADANIENSOL,1342.199951171875
2026-05-22,ADANIENSOL,1367.9000244140625
2026-05-25,ADANIENSOL,1404.300048828125
2026-05-26,ADANIENSOL,1463.300048828125
2026-05-27,ADANIENSOL,1540.0999755859375
2026-05-28,ADANIENSOL,1540.0999755859375
2026-05-29,ADANIENSOL,1513.300048828125
2026-06-01,ADANIENSOL,1496.5
2026-06-02,ADANIENSOL,1530.5999755859375
2026-06-03,ADANIENSOL,1493.0999755859375
2026-06-04,ADANIENSOL,1520.0
2026-06-05,ADANIENSOL,1579.0
2026-06-08,ADANIENSOL,1570.4000244140625
2026-06-09,ADANIENSOL,1579.199951171875
2026-06-10,ADANIENSOL,1535.5999755859375
2026-01-01,ADANIENT,2258.989990234375
2026-01-02,ADANIENT,2278.78125
2026-01-05,ADANIENT,2278.481201171875
2026-01-06,ADANIENT,2258.090576171875
2026-01-07,ADANIENT,2273.083740234375
2026-01-08,ADANIENT,2213.010498046875
2026-01-09,ADANIENT,2152.737548828125
2026-01-12,ADANIENT,2170.629638671875
2026-01-13,ADANIENT,2157.535400390625
2026-01-14,ADANIENT,2152.337646484375
2026-01-15,ADANIENT,2152.337646484375
2026-01-16,ADANIENT,2156.3359375
2026-01-19,ADANIENT,2133.64599609375
2026-01-20,ADANIENT,2054.181640625
2026-01-21,ADANIENT,2031.291748046875
2026-01-22,ADANIENT,2085.467529296875
2026-01-23,ADANIENT,1863.3668212890625
2026-01-27,ADANIENT,1958.624267578125
2026-01-28,ADANIENT,1993.8084716796875
2026-01-29,ADANIENT,2018.2974853515625
2026-01-30,ADANIENT,2019.4970703125
2026-02-02,ADANIENT,1994.50830078125
2026-02-03,ADANIENT,2201.61572265625
2026-02-04,ADANIENT,2227.2041015625
2026-02-05,ADANIENT,2235.6005859375
2026-02-06,ADANIENT,2225.40478515625
2026-02-09,ADANIENT,2249.094482421875
2026-02-10,ADANIENT,2227.404052734375
2026-02-11,ADANIENT,2233.4013671875
2026-02-12,ADANIENT,2210.8115234375
2026-02-13,ADANIENT,2135.645263671875
2026-02-16,ADANIENT,2183.623779296875
2026-02-17,ADANIENT,2241.8974609375
2026-02-18,ADANIENT,2210.211669921875
2026-02-19,ADANIENT,2155.736083984375
2026-02-20,ADANIENT,2159.83447265625
2026-02-23,ADANIENT,2190.020751953125
2026-02-24,ADANIENT,2182.0244140625
2026-02-25,ADANIENT,2230.70263671875
2026-02-26,ADANIENT,2215.409423828125
2026-02-27,ADANIENT,2160.833984375
2026-03-02,ADANIENT,2123.650634765625
2026-03-04,ADANIENT,2075.572021484375
2026-03-05,ADANIENT,2088.266357421875
2026-03-06,ADANIENT,2038.9884033203125
2026-03-09,ADANIENT,1998.3065185546875
2026-03-10,ADANIENT,1995.6077880859373
2026-03-11,ADANIENT,1973.8173828125
2026-03-12,ADANIENT,2001.105224609375
2026-03-13,ADANIENT,1960.2235107421875
2026-03-16,ADANIENT,1977.115966796875
2026-03-17,ADANIENT,1974.5172119140625
2026-03-18,ADANIENT,2006.3028564453125
2026-03-19,ADANIENT,1935.9344482421875
2026-03-20,ADANIENT,1926.23876953125
2026-03-23,ADANIENT,1832.1807861328125
2026-03-24,ADANIENT,1817.0875244140625
2026-03-25,ADANIENT,1885.7568359375
2026-03-27,ADANIENT,1822.185302734375
2026-03-30,ADANIENT,1758.0140380859375
2026-04-01,ADANIENT,1841.676513671875
2026-04-02,ADANIENT,1833.3802490234373
2026-04-06,ADANIENT,1901.349853515625
2026-04-07,ADANIENT,1881.2587890625
2026-04-08,ADANIENT,2042.8865966796875
2026-04-09,ADANIENT,2039.5880126953125
2026-04-10,ADANIENT,2085.867431640625
2026-04-13,ADANIENT,2128.048583984375
2026-04-15,ADANIENT,2143.441650390625
2026-04-16,ADANIENT,2202.715087890625
2026-04-17,ADANIENT,2217.30859375
2026-04-20,ADANIENT,2228.603759765625
2026-04-21,ADANIENT,2225.005126953125
2026-04-22,ADANIENT,2259.78955078125
2026-04-23,ADANIENT,2298.97216796875
2026-04-24,ADANIENT,2286.57763671875
2026-04-27,ADANIENT,2320.762451171875
2026-04-28,ADANIENT,2411.32177734375
2026-04-29,ADANIENT,2424.815673828125
2026-04-30,ADANIENT,2407.323486328125
2026-05-01,ADANIENT,2407.323486328125
2026-05-04,ADANIENT,2484.589111328125
2026-05-05,ADANIENT,2460.899658203125
2026-05-06,ADANIENT,2539.164794921875
2026-05-07,ADANIENT,2512.57666015625
2026-05-08,ADANIENT,2504.780029296875
2026-05-11,ADANIENT,2499.08251953125
2026-05-12,ADANIENT,2404.125
2026-05-13,ADANIENT,2496.883544921875
2026-05-14,ADANIENT,2711.6875
2026-05-15,ADANIENT,2714.7861328125
2026-05-18,ADANIENT,2688.597900390625
2026-05-19,ADANIENT,2723.7822265625
2026-05-20,ADANIENT,2703.59130859375
2026-05-21,ADANIENT,2696.39453125
2026-05-22,ADANIENT,2716.085693359375
2026-05-25,ADANIENT,2848.42626953125
2026-05-26,ADANIENT,2967.972900390625
2026-05-27,ADANIENT,2971.771484375
2026-05-28,ADANIENT,2971.771484375
2026-05-29,ADANIENT,2936.087158203125
2026-06-01,ADANIENT,2908.099609375
2026-06-02,ADANIENT,2966.773681640625
2026-06-03,ADANIENT,2924.29248046875
2026-06-04,ADANIENT,2971.471435546875
2026-06-05,ADANIENT,3046.837646484375
2026-06-08,ADANIENT,2968.672607421875
2026-06-09,ADANIENT,2978.568115234375
2026-06-10,ADANIENT,2929.7900390625
2026-01-01,ADANIGREEN,1025.9000244140625
2026-01-02,ADANIGREEN,1038.800048828125
2026-01-05,ADANIGREEN,1030.5
2026-01-06,ADANIGREEN,1019.4000244140624
2026-01-07,ADANIGREEN,1019.2000122070312
2026-01-08,ADANIGREEN,988.7999877929688
2026-01-09,ADANIGREEN,946.0999755859376
2026-01-12,ADANIGREEN,942.2000122070312
2026-01-13,ADANIGREEN,936.7000122070312
2026-01-14,ADANIGREEN,935.2999877929688
2026-01-15,ADANIGREEN,935.2999877929688
2026-01-16,ADANIGREEN,930.0999755859376
2026-01-19,ADANIGREEN,914.0
2026-01-20,ADANIGREEN,883.2000122070312
2026-01-21,ADANIGREEN,878.7000122070312
2026-01-22,ADANIGREEN,904.2999877929688
2026-01-23,ADANIGREEN,772.7999877929688
2026-01-27,ADANIGREEN,799.0999755859375
2026-01-28,ADANIGREEN,822.9000244140625
2026-01-29,ADANIGREEN,858.7999877929688
2026-01-30,ADANIGREEN,852.2999877929688
2026-02-02,ADANIGREEN,843.9500122070312
2026-02-03,ADANIGREEN,932.0999755859376
2026-02-04,ADANIGREEN,954.4500122070312
2026-02-05,ADANIGREEN,967.1500244140624
2026-02-06,ADANIGREEN,971.8499755859376
2026-02-09,ADANIGREEN,982.6500244140624
2026-02-10,ADANIGREEN,978.2999877929688
2026-02-11,ADANIGREEN,994.75
2026-02-12,ADANIGREEN,997.6500244140624
2026-02-13,ADANIGREEN,950.5
2026-02-16,ADANIGREEN,991.25
2026-02-17,ADANIGREEN,1016.7999877929688
2026-02-18,ADANIGREEN,1000.0999755859376
2026-02-19,ADANIGREEN,976.5
2026-02-20,ADANIGREEN,968.25
2026-02-23,ADANIGREEN,970.3499755859376
2026-02-24,ADANIGREEN,981.3499755859376
2026-02-25,ADANIGREEN,964.1500244140624
2026-02-26,ADANIGREEN,965.9500122070312
2026-02-27,ADANIGREEN,947.3499755859376
2026-03-02,ADANIGREEN,903.5499877929688
2026-03-04,ADANIGREEN,871.9500122070312
2026-03-05,ADANIGREEN,884.5499877929688
2026-03-06,ADANIGREEN,858.4000244140625
2026-03-09,ADANIGREEN,854.1500244140625
2026-03-10,ADANIGREEN,856.9000244140625
2026-03-11,ADANIGREEN,849.6500244140625
2026-03-12,ADANIGREEN,866.5499877929688
2026-03-13,ADANIGREEN,861.3499755859375
2026-03-16,ADANIGREEN,866.9500122070312
2026-03-17,ADANIGREEN,868.6500244140625
2026-03-18,ADANIGREEN,891.2999877929688
2026-03-19,ADANIGREEN,854.9000244140625
2026-03-20,ADANIGREEN,863.0999755859375
2026-03-23,ADANIGREEN,816.4500122070312
2026-03-24,ADANIGREEN,839.5499877929688
2026-03-25,ADANIGREEN,853.7999877929688
2026-03-27,ADANIGREEN,832.5
2026-03-30,ADANIGREEN,806.9000244140625
2026-04-01,ADANIGREEN,851.9500122070312
2026-04-02,ADANIGREEN,856.0
2026-04-06,ADANIGREEN,921.0999755859376
2026-04-07,ADANIGREEN,925.3499755859376
2026-04-08,ADANIGREEN,1029.6500244140625
2026-04-09,ADANIGREEN,1044.550048828125
2026-04-10,ADANIGREEN,1085.3499755859375
2026-04-13,ADANIGREEN,1085.449951171875
2026-04-15,ADANIGREEN,1096.050048828125
2026-04-16,ADANIGREEN,1118.9000244140625
2026-04-17,ADANIGREEN,1127.300048828125
2026-04-20,ADANIGREEN,1152.699951171875
2026-04-21,ADANIGREEN,1150.0
2026-04-22,ADANIGREEN,1198.949951171875
2026-04-23,ADANIGREEN,1214.1500244140625
2026-04-24,ADANIGREEN,1235.800048828125
2026-04-27,ADANIGREEN,1229.699951171875
2026-04-28,ADANIGREEN,1249.949951171875
2026-04-29,ADANIGREEN,1244.800048828125
2026-04-30,ADANIGREEN,1227.1500244140625
2026-05-01,ADANIGREEN,1227.1500244140625
2026-05-04,ADANIGREEN,1290.699951171875
2026-05-05,ADANIGREEN,1331.4000244140625
2026-05-06,ADANIGREEN,1353.0
2026-05-07,ADANIGREEN,1365.0
2026-05-08,ADANIGREEN,1355.800048828125
2026-05-11,ADANIGREEN,1387.699951171875
2026-05-12,ADANIGREEN,1308.0
2026-05-13,ADANIGREEN,1366.699951171875
2026-05-14,ADANIGREEN,1414.9000244140625
2026-05-15,ADANIGREEN,1379.0
2026-05-18,ADANIGREEN,1369.0
2026-05-19,ADANIGREEN,1377.800048828125
2026-05-20,ADANIGREEN,1363.199951171875
2026-05-21,ADANIGREEN,1358.199951171875
2026-05-22,ADANIGREEN,1362.300048828125
2026-05-25,ADANIGREEN,1411.0999755859375
2026-05-26,ADANIGREEN,1457.4000244140625
2026-05-27,ADANIGREEN,1489.9000244140625
